Capacity_exp,DVD_ETI_exp,ICA_exp,CCCT_exp
0.8804217677352858,0.11861807827486884,0.7887887379937465,0.8806124957786046
0.8707208071710447,0.1306039369610811,0.7778766102124722,0.8725270183310773
0.8533416751593168,0.1383002723672255,0.7505027292024817,0.8550337795644696
0.8533487736292306,0.14169146008402939,0.7464036449804162,0.8410151062951577
0.8442708692252786,0.1386318031402421,0.7877364017867683,0.8243714671190397
0.8345051408494177,0.1420005623304101,0.7385581254791376,0.8269695505074914
0.8438230615900145,0.12652610233394077,0.7895874822609177,0.8206779211076493
0.8351259979087253,0.15686939071462008,0.74087143499154,0.8084883791913626
0.8159042020186996,0.16577684345440638,0.7146943137174732,0.8193920406463678
0.7985399203317054,0.17723547920269075,0.7049225226999579,0.8021093816068691
0.7884205873617199,0.18457969006793276,0.7051832351333502,0.7861557270685117
0.889526273157239,0.07210944005398351,0.8910222614068439,0.7703784890568548
0.8711882194557254,0.11708429128865218,0.8412608941405744,0.7745088759915029
0.8433783000006357,0.13956647667012442,0.8090547519674975,0.9010549708296675
0.8251958956936487,0.15473672096798852,0.8098615639011938,0.8609932978521428
0.8073636553951177,0.1697335110955235,0.7618856149660229,0.8293940176315717
0.7983073264247351,0.17767677919190952,0.7399930941348142,0.8126182060735448
0.7890025454522921,0.1778359191100622,0.7590241398323001,0.7927195419666915
0.7712518209402048,0.1908283281550897,0.7117474276892033,0.780896834415448
0.7527728400992096,0.19857565724506857,0.7163522030118519,0.7718049426870309
0.7435059430950862,0.210103204250616,0.6692287513576827,0.7508466593150447
0.7355646876516121,0.21417453681225232,0.697289573625666,0.7318311979466237
0.7255416250986995,0.2164117638886756,0.6422797680869228,0.7197721482548485
0.7154698929470131,0.2268055486851952,0.619801163443821,0.713813190019641
0.6984639913031857,0.23721299208836413,0.6040381410628175,0.7037148840103341
0.6801369087830365,0.24986819742376887,0.5882751186818139,0.6956551689762297
0.6803040143018003,0.2496331047078737,0.5911070551821679,0.6739441750903225
0.6612315953136564,0.2564858683339611,0.5485588747069523,0.6570552329342213
0.652967590339505,0.2699348379741447,0.5693159092451482,0.6630668361012059
0.643899936621408,0.27682885622112574,0.5414419980233776,0.6536338724211684
0.6242170046442171,0.2857188910743682,0.5265588791047329,0.6335156677477546
0.6157888060945594,0.2940212567557977,0.503143455570689,0.619435388707214
0.6067861907464666,0.3012595543215367,0.4903101602052738,0.6040518675789548
0.5980307538337141,0.31124351461298844,0.47126189645734184,0.5922907657989401
0.5881413673562688,0.31810042701762287,0.45648311246665835,0.5816055248055637
0.5691621708788248,0.329092373125551,0.44950999654516316,0.5675694899098147
0.5607927006779773,0.33558176810965623,0.43534812383388083,0.5575148679928336
0.5519199296602608,0.3458219591702145,0.43236482837992934,0.5388847227208245
0.5323341502690838,0.3560484286988748,0.41560168556278215,0.5303170401003166
0.5242850225499757,0.36653490078561995,0.40579683824328977,0.524515456607975
0.522798424647507,0.386504618885755,0.38565376398849377,0.5051589232879337
0.5413971407134782,0.36108488454324866,0.4177619235952612,0.49663548481221725
0.5048506749031677,0.38477848665666214,0.3862604028730813,0.4838853303777498
0.4875790107062899,0.4054827960492679,0.37167966207296405,0.5009232464897312
0.4785531183248726,0.414313922823557,0.3667911727074851,0.4681164931530786
0.47805335896165535,0.4088274356021062,0.3697569541465155,0.45231237262306734
0.4696317081298201,0.412957495179997,0.36305479923292083,0.44484799336001796
0.45941221963261963,0.4241648997733301,0.3506629334026627,0.4494773870416181
0.4407182712102016,0.4444519123950804,0.3290636142975508,0.43805735721322375
0.4225781875080051,0.45795917438525935,0.3080038380774649,0.4274510836175132
0.4236519436625638,0.4590720673100775,0.31409608432298003,0.4082435242533521
0.4133222825031174,0.45896849297258796,0.3171640542286723,0.39181774548639714
0.4042519575593188,0.4658070346981974,0.3261545859247141,0.3960971063769254
0.559484800899061,0.48284526200888944,0.3789615366625224,0.3876963193912006
0.48572877195679665,0.39635226907159593,0.4153169080646726,0.4285017420431947
0.45803693805660683,0.41350599605083677,0.37855744390892954,0.46293600784521494
0.4304183128609115,0.4334060705792811,0.35279414288742034,0.4359045155350153
0.42088860501616265,0.4508795940396308,0.33505850400249276,0.41006369476692583
0.403322854376754,0.4650885094187679,0.31536456354008763,0.3970598365654895
0.3944311225847344,0.474675379244766,0.31010747856745957,0.37898022286727817
0.385057883863297,0.48442905143819276,0.30031276603613005,0.3719448437929665
0.3762384891080476,0.4947939497913378,0.2909453959805398,0.362283938759383
0.35743305616899307,0.5030104034765541,0.29141143914442286,0.35215931028418745
0.3486883895582741,0.5131357872707841,0.26462678150830965,0.33835905747650435
0.3391024984332368,0.5233396102349978,0.2553915368117475,0.32812969919022017
0.3299570293503866,0.5349850158886774,0.24361582290832712,0.3199826159714642
0.3487502737577897,0.5067920273738457,0.26278168077241937,0.3075914551675201
0.3666546782273525,0.5125508280572318,0.2933238941053459,0.30990167158859444
0.33978245095932946,0.523485689037572,0.2637713452472133,0.34219205655185775
0.3203701655760674,0.5423834234678266,0.24887938527836126,0.3202800038307589
0.2925105397449308,0.5471472324275174,0.27108286969476547,0.30102820032180616
0.2929410568178633,0.5707717052025089,0.21000272166037232,0.29049193328431
0.29448322090155893,0.5736512710930456,0.20674612340027412,0.28114633778892406
0.2839714084286854,0.5775764014712333,0.2035910920680837,0.27794339773750004
0.26574541449187444,0.6018330845038367,0.3175123323245721,0.2706979989885453
0.2565623134145989,0.6123319088650984,0.1744428368264217,0.25082453724264886
0.2564752500845917,0.6149361516017758,0.1753646297826554,0.24220532979529524
0.24710672690892346,0.6135834390502448,0.17543989530403714,0.2453729865413792
0.2380658837452207,0.6280043302890458,0.16531388360452604,0.2380749428606472
0.22841571034540503,0.64466945868154,0.15744144535792776,0.22709231400797622
0.21959410037296842,0.6629756475696014,0.14933126803053814,0.21588286390669081
0.21989208586760178,0.6626513595546067,0.14809220519227448,0.2081821425031097
0.2111396880713426,0.6575304031724801,0.14827882136557935,0.21201514157846313
0.2564684990721831,0.5780951206133479,0.20396361096334872,0.20696570854757676
0.26501449364724694,0.6095385955582514,0.20146530540581412,0.24798955166119963
0.22828511153164557,0.6376334069824641,0.17443500638529935,0.248444874315826
0.21005590661825965,0.665651646345756,0.15232526559705778,0.21752773799849567
0.19990207364196655,0.6825859210007224,0.1409655979556904,0.20087513798292625
0.1919887539201474,0.6940721060122484,0.13170329885416446,0.1897961801061524
0.1824708237677641,0.7067896397868902,0.12797541918083805,0.18065164344595808
0.17358556722793198,0.7185585467851515,0.11927978543593934,0.17454371125486853
0.1634067686799785,0.7327261789204513,0.10938906551093465,0.16487440543430112
0.15426803011780496,0.7486691745923442,0.1031398908221619,0.15404075053751037
0.14596693549763792,0.7539794582654423,0.10465618936838884,0.14357449005822862
0.1459594739825875,0.7662547458848531,0.09451215185096437,0.13818398507572185
0.13581414586250576,0.7780135429636849,0.08935726818965502,0.1347273412573287
0.1545414788474005,0.6950086349882866,0.11698305786001888,0.12398161459765551
0.1733795119498329,0.7220497538502164,0.1295539253231225,0.13401887488819955
0.14480215824558543,0.7523801176602937,0.10993176165526981,0.17559436968055164
0.1358972410435459,0.7726387235915138,0.09243811902533036,0.1370644401967577
0.11751392514439564,0.7944449935773013,0.08417343687408885,0.12555704218371183
0.11807567489408796,0.7895592036053118,0.08826414130584385,0.11404068333121446
0.11818501701262756,0.7909310737102807,0.08447830430837006,0.11568611747548516
0.10871472999107289,0.8134498991648318,0.07398626342155756,0.11060196119172451
0.09970684010893903,0.8401163574134273,0.06005151863180267,0.099995687596014
0.09057240083371126,0.8540596965469288,0.055786468099667266,0.08742923037030105
0.0904373369754898,0.8465946548775147,0.06165071328882139,0.08361415297385061
0.08181247573074966,0.855083240944468,0.06163802210066539,0.0841658046525798
0.07238907292872301,0.8760313116255822,0.04612548207598373,0.07619345780312702
0.06277009929008631,0.8988977410609027,0.0348866155419915,0.06481767211952423
0.05398023351084653,0.910762822440171,0.030590020087708506,0.05333659657236697
0.0545026703951277,0.8972092558785328,0.03750701181373147,0.04906563646882436
0.05419793765951935,0.9080101852781279,0.034838890216891946,0.053747675082201726
0.06400292880242889,0.8496946666453594,0.05562565362851452,0.049503597497013566
0.1277059714370454,0.8114178209098378,0.09587743674634198,0.016504186112155015
0.0915201594446694,0.8357234203429489,0.07321772930975849,0.10964763179014607
0.07306429618035387,0.8641897300532925,0.06040028646320706,0.0823803573918805
0.06365445326106525,0.8859441340662517,0.047904264907204626,0.06595457862492564
0.05479694600045147,0.9038807860839345,0.04025701132089227,0.05655689825022815
0.04573113187757317,0.9165735073288063,0.03468578815497395,0.04918828795881597
0.04525125148914672,0.9277682978529812,0.031439569444748044,0.0410501655795115
0.03575083462135269,0.9387670114262809,0.02449785055670215,0.03762880506645868
0.027380388336088468,0.9491291133370036,0.021858334447549133,0.03159031938111959
0.027950541878482765,0.9528859018252139,0.0194570106202044,0.02429227570038761
0.028043133671826478,0.9607547092133473,0.016618077434776557,0.024195946676284618
0.018337290974299012,0.9675851458329774,0.011222855323919851,0.023793268953435514
0.018664907158740363,0.9811082765994785,0.009378548763168714,0.015532495084139439
0.010563660893635985,0.9901881463081137,0.0,0.011919036575346336
0.0009680785527475457,0.994121515471019,0.0031522459116106213,0.007998109262875717
0.0,1.0,0.0010754082355915733,0.002274933115734352
0.03789370764922534,0.8514293246879646,0.05912273893158518,0.0
0.0661238995925631,0.8931279847532867,0.04642094706290848,0.026182452772175697
